Image Location,Analysis Region,Analysis Inputs,Object Id,XMin,XMax,YMin,YMax,Opal 520 Copies,Opal 520 Area (µm²),Opal 520 Classification,Opal 520 Cell Intensity,Opal 520 Avg Intensity,Opal 570 Copies,Opal 570 Area (µm²),Opal 570 Classification,Opal 570 Cell Intensity,Opal 570 Avg Intensity,Opal 620 Copies,Opal 620 Area (µm²),Opal 620 Classification,Opal 620 Cell Intensity,Opal 620 Avg Intensity,Opal 690 Copies,Opal 690 Area (µm²),Opal 690 Classification,Opal 690 Cell Intensity,Opal 690 Avg Intensity,Cell Area (µm²),Cytoplasm Area (µm²),Nucleus Area (µm²),Nucleus Perimeter (µm),Nucleus Roundness
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,3992,6168,6185,2181,2211,2,0.983876,1,0.232569,0.23638,72,30.50015,4,15.49221,0.507939,8,3.689534,2,1.209453,0.327806,67,23.61302,4,24.32487,1.030146,105.5207,53.12929,52.39138,35.70858,0.659384
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4015,6288,6309,2200,2220,1,0.245969,1,0.037051,0.150632,1,0.245969,1,0.083362,0.338911,1,0.245969,1,0.048866,0.198669,5,1.967752,2,1.559308,0.576314,90.02464,55.34301,34.68162,27.77334,0.662789
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4027,6158,6178,2212,2228,2,0.983876,1,0.150104,0.152564,10,6.395193,3,2.052917,0.321009,34,13.03635,4,5.395655,0.413893,134,27.30255,4,49.17726,1.801197,69.60921,37.87922,31.72999,23.80572,0.760932
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4047,5743,5777,2227,2253,1,0.245969,1,0.035193,0.143077,16,10.08473,4,3.412432,0.315305,2,0.983876,1,0.21174,0.215211,1,0.983876,1,0.528967,0.537636,146.3515,66.16565,80.18587,39.6762,0.755704
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4075,5736,5767,2247,2271,2,0.737907,1,0.114034,0.154536,2,0.737907,1,0.165494,0.224275,30,14.75814,4,4.62286,0.313241,92,23.36705,4,33.97964,1.454169,113.8836,60.01642,53.8672,35.21263,0.667821
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4142,5907,5923,2316,2331,1,0.491938,1,0.086686,0.176214,1,0.737907,1,0.283475,0.384161,2,1.229845,1,0.357217,0.290457,2,0.737907,1,0.317563,0.430356,58.29464,26.07271,32.22193,25.29358,0.704255
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4145,5876,5905,2313,2334,1,0.245969,1,0.037555,0.152682,14,8.362944,3,2.732551,0.326745,4,1.229845,2,0.586958,0.298289,51,15.49604,4,18.63361,1.202475,115.3594,50.91557,64.44386,39.18025,0.616614
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4188,5692,5722,2359,2386,2,1.475814,1,0.370014,0.250719,1,0.983876,1,0.280586,0.285184,2,1.229845,1,0.304017,0.247199,14,7.379068,3,4.757175,0.644685,152.7467,102.569,50.17767,33.72477,0.687699
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4191,5754,5772,2365,2384,2,0.983876,1,0.251166,0.255282,3,1.475814,1,0.655307,0.444031,2,0.737907,1,0.19385,0.262702,1,0.983876,1,0.524812,0.533413,54.11317,30.50015,23.61302,20.33405,0.763346
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4196,6162,6188,2366,2387,1,0.491938,1,0.071899,0.146155,13,7.625037,3,2.773068,0.363679,1,0.983876,1,0.23536,0.239218,12,6.395193,3,4.257232,0.665693,105.5207,77.72619,27.79449,22.81382,0.755563
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4245,6272,6297,2417,2467,1,0.983876,1,0.165238,0.167946,1,0.245969,1,0.076253,0.310012,190,58.29464,4,31.10357,0.533558,66,19.67752,4,23.56231,1.197423,214.7309,106.2586,108.4723,55.05074,0.545206
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4292,6288,6310,2461,2482,1,0.491938,1,0.103784,0.210969,2,1.229845,1,0.378477,0.307743,1,0.245969,1,0.068029,0.276575,17,7.871006,4,5.709994,0.725447,86.3351,49.93169,36.4034,26.28549,0.735088
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4340,5689,5709,2505,2528,1,0.245969,1,0.035222,0.143197,1,0.245969,1,0.149495,0.607778,2,0.245969,1,0.272213,1.106699,1,0.245969,1,0.153753,0.625092,93.4682,50.6696,42.7986,27.77334,0.854536
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4343,6347,6365,2517,2538,2,1.229845,1,0.170444,0.13859,5,3.197596,2,1.156865,0.361792,1,0.491938,1,0.089572,0.182079,73,21.3993,4,26.51901,1.239247,67.14952,44.02844,23.12108,20.33405,0.677437
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4369,6428,6450,2538,2566,2,1.475814,1,0.218262,0.147892,1,0.491938,1,0.115168,0.23411,2,0.491938,1,0.269358,0.182515,39,9.592789,4,14.48087,1.509558,94.20611,43.04456,51.16154,31.74096,0.77521
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,4455,8207,8244,603,644,5,1.721783,2,0.658282,0.382326,1,0.245969,1,0.074715,0.303756,4,3.197596,2,0.698697,0.218507,9,4.181472,2,3.212751,0.76833,207.1059,101.5852,105.5207,60.01026,0.549608
